1.44 2.88 2.00 -0.63 -1.88
1.46 2.91 2.00 -0.66 -1.91
1.47 2.94 2.00 -0.69 -1.94
1.49 2.97 2.00 -0.72 -1.97
1.50 3.00 2.00 -0.75 -2.00
1.51 3.03 2.00 -0.78 -2.03
1.53 3.06 2.00 -0.81 -2.06
1.54 3.09 2.00 -0.84 -2.09
1.56 3.12 2.00 -0.87 -2.12
1.58 3.15 2.00 -0.91 -2.15
1.59 3.18 2.00 -0.94 -2.18
1.61 3.21 2.00 -0.97 -2.21
1.62 3.24 2.00 -1.00 -2.24
1.64 3.27 2.00 -1.04 -2.27
1.65 3.30 2.00 -1.07 -2.30
1.67 3.33 2.00 -1.11 -2.33
1.68 3.36 2.00 -1.14 -2.36
1.70 3.39 2.00 -1.18 -2.39
1.71 3.42 2.00 -1.21 -2.42
1.73 3.45 2.00 -1.25 -2.45
1.74 3.48 2.00 -1.29 -2.48
1.75 3.51 2.00 -1.33 -2.51
1.77 3.54 2.00 -1.36 -2.54
1.78 3.57 2.00 -1.40 -2.57
1.80 3.60 2.00 -1.44 -2.60
1.81 3.63 2.00 -1.48 -2.63
1.83 3.66 2.00 -1.52 -2.66
1.85 3.69 2.00 -1.56 -2.69
1.86 3.72 2.00 -1.60 -2.72
1.88 3.75 2.00 -1.64 -2.75
1.89 3.78 2.00 -1.68 -2.78
1.91 3.81 2.00 -1.72 -2.81
1.92 3.84 2.00 -1.77 -2.84
1.94 3.87 2.00 -1.81 -2.87
1.95 3.90 2.00 -1.85 -2.90
1.97 3.93 2.00 -1.90 -2.93
1.98 3.96 2.00 -1.94 -2.96
2.00 3.99 2.00 -1.99 -2.99
2.01 4.02 2.00 -2.03 -3.02
2.02 4.05 2.00 -2.08 -3.05
2.04 4.08 2.00 -2.12 -3.08
2.06 4.11 2.00 -2.17 -3.11
2.07 4.14 2.00 -2.21 -3.14
2.09 4.17 2.00 -2.26 -3.17
2.10 4.20 2.00 -2.31 -3.20
2.12 4.23 2.00 -2.36 -3.23
2.13 4.26 2.00 -2.41 -3.26
2.15 4.29 2.00 -2.46 -3.29
2.16 4.32 2.00 -2.51 -3.32
2.17 4.35 2.00 -2.56 -3.35
2.19 4.38 2.00 -2.61 -3.38
2.21 4.41 2.00 -2.66 -3.41
2.22 4.44 2.00 -2.71 -3.44
2.23 4.47 2.00 -2.76 -3.47
2.25 4.50 2.00 -2.81 -3.50
2.27 4.53 2.00 -2.87 -3.53
2.28 4.56 2.00 -2.92 -3.56
2.29 4.59 2.00 -2.97 -3.59
2.31 4.62 2.00 -3.03 -3.62
2.33 4.65 2.00 -3.08 -3.65
2.34 4.68 2.00 -3.14 -3.68
2.36 4.71 2.00 -3.19 -3.71
2.37 4.74 2.00 -3.25 -3.74
2.38 4.77 2.00 -3.30 -3.77
2.40 4.80 2.00 -3.36 -3.80
2.42 4.83 2.00 -3.42 -3.83
2.43 4.86 2.00 -3.47 -3.86
2.44 4.89 2.00 -3.53 -3.89
2.46 4.92 2.00 -3.59 -3.92
2.48 4.95 2.00 -3.65 -3.95
2.49 4.98 2.00 -3.71 -3.98
2.50 5.01 2.00 -3.77 -4.01
2.52 5.04 2.00 -3.83 -4.04
2.54 5.07 2.00 -3.89 -4.07
2.55 5.10 2.00 -3.95 -4.10
2.56 5.13 2.00 -4.01 -4.13
2.58 5.16 2.00 -4.08 -4.16
2.60 5.19 2.00 -4.14 -4.19
2.61 5.22 2.00 -4.20 -4.22
2.63 5.25 2.00 -4.27 -4.25
2.64 5.28 2.00 -4.33 -4.28
2.65 5.31 2.00 -4.39 -4.31
2.67 5.34 2.00 -4.46 -4.34
2.69 5.37 2.00 -4.52 -4.37
2.70 5.40 2.00 -4.59 -4.40
2.71 5.43 2.00 -4.66 -4.43
2.73 5.46 2.00 -4.72 -4.46
2.75 5.49 2.00 -4.79 -4.49
2.76 5.52 2.00 -4.86 -4.52
2.77 5.55 2.00 -4.93 -4.55
2.79 5.58 2.00 -4.99 -4.58
2.81 5.61 2.00 -5.06 -4.61
2.82 5.64 2.00 -5.13 -4.64
2.84 5.67 2.00 -5.20 -4.67
2.85 5.70 2.00 -5.27 -4.70
2.87 5.73 2.00 -5.34 -4.73
2.88 5.76 2.00 -5.41 -4.76
2.90 5.79 2.00 -5.49 -4.79
2.91 5.82 2.00 -5.56 -4.82
2.92 5.85 2.00 -5.63 -4.85
2.94 5.88 2.00 -5.70 -4.88
2.96 5.91 2.00 -5.78 -4.91
2.97 5.94 2.00 -5.85 -4.94
2.98 5.97 2.00 -5.93 -4.97
3.00 6.00 2.00 -6.00 -5.00
3.02 6.03 2.00 -6.08 -5.03
3.03 6.06 2.00 -6.15 -5.06
3.04 6.09 2.00 -6.23 -5.09
3.06 6.12 2.00 -6.30 -5.12
3.08 6.15 2.00 -6.38 -5.15
3.09 6.18 2.00 -6.46 -5.18
3.11 6.21 2.00 -6.54 -5.21
3.12 6.24 2.00 -6.61 -5.24
3.13 6.27 2.00 -6.69 -5.27
3.15 6.30 2.00 -6.77 -5.30
3.17 6.33 2.00 -6.85 -5.33
3.18 6.36 2.00 -6.93 -5.36
3.19 6.39 2.00 -7.01 -5.39
3.21 6.42 2.00 -7.09 -5.42
3.23 6.45 2.00 -7.18 -5.45
3.24 6.48 2.00 -7.26 -5.48
3.25 6.51 2.00 -7.34 -5.51
3.27 6.54 2.00 -7.42 -5.54
3.29 6.57 2.00 -7.51 -5.57
3.30 6.60 2.00 -7.59 -5.60
3.31 6.63 2.00 -7.67 -5.63
3.33 6.66 2.00 -7.76 -5.66
3.35 6.69 2.00 -7.84 -5.69
3.36 6.72 2.00 -7.93 -5.72
3.38 6.75 2.00 -8.02 -5.75
3.39 6.78 2.00 -8.10 -5.78
3.40 6.81 2.00 -8.19 -5.81
